neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,review_scores_cleanliness,review_scores_location,amenities_count,wifi,kitchen,tv,air_conditioning,washer,dryer,dishwasher,microwave,refrigerator,workspace,gym,pets_allowed,parking,elevator,self_check_in,stay_length,checkin_month
East Flatbush,Brooklyn,40.64707896300573,-73.94392399546606,Entire home/apt,4,2.0,2.0,2.0,,,,61,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,30,6
Cypress Hills,Brooklyn,40.68099,-73.88647,Private room,1,2.0,1.0,3.0,,,,37,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30,6
Cypress Hills,Brooklyn,40.68217102167533,-73.88632594848639,Private room,2,2.0,1.0,1.0,,,,35,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,30,7
Upper East Side,Manhattan,40.76049,-73.96046,Entire home/apt,5,,2.0,2.0,,,,21,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,30,7
Upper West Side,Manhattan,40.79118,-73.97418,Entire home/apt,6,2.0,3.0,3.0,,,,37,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,30,8
East Village,Manhattan,40.72830994115114,-73.98934264264831,Private room,1,1.0,1.0,2.0,,,,8,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,31,8
Financial District,Manhattan,40.70940443123368,-74.013645194201,Entire home/apt,6,2.0,2.0,3.0,5.0,5.0,5.0,36,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,3,6
Flatiron District,Manhattan,40.74288,-73.9896,Hotel room,4,1.0,1.0,2.0,,,,40,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,6
Midtown,Manhattan,40.74429,-73.98833,Entire home/apt,2,,1.0,1.0,,,,47,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,6
Flatiron District,Manhattan,40.74341249654129,-73.98842352440813,Entire home/apt,4,,1.0,2.0,,,,43,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,6
Midtown,Manhattan,40.74433,-73.98825,Hotel room,4,1.0,1.0,2.0,,,,40,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,6
Midtown,Manhattan,40.74458,-73.99018,Entire home/apt,2,1.0,1.0,1.0,,,,42,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,6
Flatiron District,Manhattan,40.743389853414264,-73.99027584786604,Hotel room,2,1.0,1.0,1.0,,,,40,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,6
Midtown,Manhattan,40.745053655460346,-73.98888078640748,Hotel room,2,1.0,1.0,1.0,,,,34,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,6
Midtown,Manhattan,40.74519054222705,-73.98889008801171,Hotel room,2,1.0,1.0,1.0,,,,33,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,6
Hell's Kitchen,Manhattan,40.763338,-73.9931551,Entire home/apt,6,1.0,2.0,2.0,,,,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,31,6
Crown Heights,Brooklyn,40.6715947,-73.92902169999999,Entire home/apt,6,1.0,3.0,2.0,,,,25,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,30,10
Bedford-Stuyvesant,Brooklyn,40.68885,-73.92864,Private room,2,1.0,1.0,1.0,,,,13,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,6
Port Morris,Bronx,40.8084,-73.9309,Entire home/apt,8,2.0,2.0,2.0,,,,43,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,30,6
Harlem,Manhattan,40.8170255,-73.9430084,Private room,2,1.0,1.0,1.0,,,,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,31,8
Boerum Hill,Brooklyn,40.6865,-73.98549,Entire home/apt,5,1.0,2.0,3.0,,,,64,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,30,10
Laurelton,Queens,40.668747117499706,-73.74536996410184,Private room,2,1.0,1.0,1.0,,,,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,6
Flatiron District,Manhattan,40.74298,-73.98988,Hotel room,2,,1.0,1.0,,,,38,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,6
Midtown,Manhattan,40.74501713431332,-73.98966434358529,Entire home/apt,6,2.0,2.0,3.0,,,,47,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,6
Midtown,Manhattan,40.74368,-73.98832,Entire home/apt,8,2.0,2.0,4.0,,,,45,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,6
Upper West Side,Manhattan,40.78224313690229,-73.97450633558962,Entire home/apt,3,1.0,1.0,1.0,,,,12,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,30,7
SoHo,Manhattan,40.72367910000001,-73.9997425,Entire home/apt,6,2.0,2.0,3.0,,,,31,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30,6
Bedford-Stuyvesant,Brooklyn,40.6798819,-73.9096367,Entire home/apt,7,2.0,3.0,3.0,,,,28,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,30,9
Vinegar Hill,Brooklyn,40.70141,-73.98201,Entire home/apt,8,3.0,3.0,3.0,,,,14,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,30,6
Crown Heights,Brooklyn,40.67530989280091,-73.93075785162173,Entire home/apt,8,2.0,2.0,2.0,,,,48,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,30,6
Corona,Queens,40.7485097,-73.8688279,Entire home/apt,7,1.0,2.0,3.0,,,,16,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,30,10
Chelsea,Manhattan,40.75258,-73.99832,Entire home/apt,3,1.0,1.0,1.0,,,,37,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,30,8
Cypress Hills,Brooklyn,40.6881159,-73.8714581,Private room,1,1.0,1.0,1.0,,,,12,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,30,7
Jackson Heights,Queens,40.749598273299576,-73.86964420921933,Entire home/apt,4,1.0,2.0,2.0,,,,43,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30,9
Greenpoint,Brooklyn,40.7264756,-73.9575073,Entire home/apt,2,1.0,1.0,1.0,,,,10,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,30,6
Chelsea,Manhattan,40.7410749,-73.9966007,Entire home/apt,4,2.0,2.0,2.0,,,,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,30,6
Lower East Side,Manhattan,40.72109,-73.98381,Entire home/apt,2,1.0,1.0,1.0,,,,31,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,30,7
Midtown,Manhattan,40.74542,-73.98635,Entire home/apt,2,1.0,1.0,1.0,,,,15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,30,8
Hell's Kitchen,Manhattan,40.7536765,-73.9926662,Private room,2,1.0,3.0,1.0,,,,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,6
Clinton Hill,Brooklyn,40.6936958,-73.9655325,Entire home/apt,2,1.0,,1.0,,,,8,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,30,12
Greenwich Village,Manhattan,40.7300887,-73.99337899999999,Entire home/apt,3,1.0,1.0,1.0,,,,25,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,30,6
Midtown,Manhattan,40.7612128,-73.97298239999999,Private room,6,3.0,2.0,3.0,,,,38,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,3,6
Upper West Side,Manhattan,40.79581,-73.96356,Entire home/apt,2,,1.0,1.0,,,,8,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,30,1
Chinatown,Manhattan,40.7139732,-73.993675,Entire home/apt,5,1.0,2.0,2.0,,,,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,30,7
Williamsburg,Brooklyn,40.715015633414595,-73.94449354599938,Entire home/apt,6,2.0,2.0,3.0,,,,37,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,30,6
Upper East Side,Manhattan,40.7754086,-73.9544275,Entire home/apt,5,2.0,2.0,2.0,,,,32,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,30,10
Upper East Side,Manhattan,40.7754086,-73.9544275,Entire home/apt,4,1.0,2.0,2.0,,,,22,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,30,8
Chelsea,Manhattan,40.7449055319313,-73.99840780531,Entire home/apt,4,2.5,2.0,2.0,,,,29,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,30,8
Harlem,Manhattan,40.80299237081279,-73.95773634311466,Private room,1,1.0,3.0,1.0,,,,6,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,8
Bushwick,Brooklyn,40.68707,-73.90852,Private room,2,1.0,,1.0,,,,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,8
Stuyvesant Town,Manhattan,40.73546,-73.97877,Entire home/apt,3,1.0,1.0,1.0,,,,36,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,30,7
East Flatbush,Brooklyn,40.63406,-73.94691,Entire home/apt,4,1.0,1.0,1.0,,,,7,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,30,6
Bedford-Stuyvesant,Brooklyn,40.69462,-73.93296,Private room,1,2.0,1.0,1.0,,,,22,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,30,6
Kips Bay,Manhattan,40.73741,-73.97867,Entire home/apt,3,1.0,1.0,1.0,,,,36,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,30,6
Boerum Hill,Brooklyn,40.68707,-73.99009,Entire home/apt,3,1.0,1.0,1.0,,,,24,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,7
Fort Greene,Brooklyn,40.69335,-73.97203,Entire home/apt,3,1.0,1.0,1.0,,,,26,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,30,7
Boerum Hill,Brooklyn,40.68863328495702,-73.98945027913905,Entire home/apt,3,1.0,1.0,1.0,,,,23,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,7
Theater District,Manhattan,40.75607,-73.9834,Entire home/apt,8,2.5,2.0,4.0,5.0,5.0,5.0,46,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,6
Springfield Gardens,Queens,40.65854,-73.75701,Entire home/apt,6,1.0,3.0,3.0,,,,9,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,30,6
Harlem,Manhattan,40.81651,-73.93919,Private room,1,1.0,1.0,1.0,,,,32,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,30,7
Crown Heights,Brooklyn,40.66772,-73.94705,Private room,2,1.0,1.0,2.0,,,,23,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,6
Williamsburg,Brooklyn,40.71654944234096,-73.94383800552886,Entire home/apt,5,1.0,2.0,2.0,,,,8,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,30,8
Sunset Park,Brooklyn,40.6600967,-73.9908719,Entire home/apt,5,2.0,2.0,3.0,,,,10,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,30,6
East Harlem,Manhattan,40.8006928778732,-73.93772307783365,Private room,2,2.0,1.0,1.0,,,,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,30,6
Crown Heights,Brooklyn,40.6704033,-73.9231374,Entire home/apt,2,1.0,2.0,1.0,,,,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,6
Bedford-Stuyvesant,Brooklyn,40.693643,-73.933646,Shared room,1,2.0,,1.0,,,,19,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,30,7
Midtown,Manhattan,40.75773,-73.96167,Private room,1,4.0,1.0,1.0,,,,12,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,30,7
Upper West Side,Manhattan,40.7981,-73.96002,Private room,1,2.0,1.0,1.0,,,,16,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,8
Hell's Kitchen,Manhattan,40.75931544935335,-73.99066984741262,Private room,1,2.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Upper West Side,Manhattan,40.80044671885216,-73.95977836013466,Private room,1,2.0,1.0,1.0,,,,16,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,7
East Harlem,Manhattan,40.79455240711398,-73.94729383121528,Private room,1,1.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,7
Upper West Side,Manhattan,40.80336667898558,-73.96564964588129,Private room,1,,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,8
Upper West Side,Manhattan,40.80264,-73.9641,Private room,1,1.0,1.0,1.0,,,,10,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,30,9
Harlem,Manhattan,40.82687,-73.94986,Private room,1,,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,6
Hell's Kitchen,Manhattan,40.76047,-73.99056,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,8
Upper East Side,Manhattan,40.772260069111134,-73.94889400635884,Private room,1,1.0,1.0,1.0,,,,12,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,7
East Village,Manhattan,40.72390434772296,-73.98520449674268,Private room,1,2.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,7
East Harlem,Manhattan,40.7891,-73.94392,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,7
Upper West Side,Manhattan,40.80113296437856,-73.96234873645703,Private room,1,1.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,9
East Harlem,Manhattan,40.7905,-73.94391,Private room,1,2.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
East Harlem,Manhattan,40.78823,-73.94349,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.80426,-73.95705,Private room,1,2.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,8
Chinatown,Manhattan,40.71361,-73.99443,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,8
Hell's Kitchen,Manhattan,40.76114,-73.9927,Private room,1,2.0,1.0,1.0,,,,11,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Chinatown,Manhattan,40.71361012061421,-73.99368542574447,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,8
Chinatown,Manhattan,40.71362,-73.99478,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,7
Chinatown,Manhattan,40.71574610637606,-73.99369012159303,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.82777,-73.94796,Private room,1,1.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,6
Chelsea,Manhattan,40.74372877152731,-74.00325338282067,Private room,1,1.0,1.0,1.0,,,,12,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,7
Upper West Side,Manhattan,40.79867267308371,-73.96146948854205,Private room,1,,1.0,1.0,,,,16,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,8
Hell's Kitchen,Manhattan,40.76051,-73.9905,Private room,1,,1.0,1.0,,,,11,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.81123284847968,-73.95365131326155,Private room,1,1.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,6
Harlem,Manhattan,40.81069,-73.95215,Private room,1,2.0,1.0,1.0,,,,15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,30,7
Hell's Kitchen,Manhattan,40.75994388742052,-73.99022043338965,Private room,1,1.0,1.0,1.0,,,,12,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,30,8
Upper West Side,Manhattan,40.80028,-73.95913,Private room,1,3.0,1.0,1.0,,,,13,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,30,9
Morningside Heights,Manhattan,40.80442140697696,-73.95871869639751,Private room,1,1.5,1.0,1.0,,,,13,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,30,6
Harlem,Manhattan,40.80990222885154,-73.95435565678198,Private room,1,2.0,1.0,1.0,,,,15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,30,8
Hell's Kitchen,Manhattan,40.76032304323814,-73.98843685107126,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.80251046735349,-73.95796141812846,Private room,1,2.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,30,6
Upper East Side,Manhattan,40.77541,-73.95443,Entire home/apt,2,1.0,1.0,1.0,,,,27,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,30,7
Theater District,Manhattan,40.76045,-73.98317,Entire home/apt,2,1.0,1.0,1.0,,,,46,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,30,8
Crown Heights,Brooklyn,40.6722543,-73.9486501,Private room,1,,1.0,1.0,,,,15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,30,6
Flushing,Queens,40.7651195,-73.8017837,Shared room,1,,1.0,1.0,,,,10,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,6
East Village,Manhattan,40.7291821,-73.98867899999999,Entire home/apt,2,1.0,1.0,1.0,,,,10,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,30,8
East Village,Manhattan,40.729396311273995,-73.98971684584149,Entire home/apt,2,1.0,1.0,1.0,,,,11,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,30,7
Bedford-Stuyvesant,Brooklyn,40.68603,-73.93446,Entire home/apt,4,3.5,3.0,4.0,,,,14,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,30,7
Flatbush,Brooklyn,40.643822045436735,-73.9674750386378,Entire home/apt,5,1.5,4.0,4.0,,,,15,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,30,7
Midtown,Manhattan,40.74552223284587,-73.98276188628037,Entire home/apt,2,1.0,1.0,1.0,,,,25,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,30,6
Allerton,Bronx,40.8685848,-73.8631645,Entire home/apt,4,1.0,2.0,2.0,,,,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,30,6
Astoria,Queens,40.76424,-73.92901,Entire home/apt,6,2.0,2.0,3.0,,,,12,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,30,8
South Slope,Brooklyn,40.66576660465349,-73.98826861534424,Entire home/apt,4,1.5,3.0,3.0,,,,12,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,30,7
East Harlem,Manhattan,40.806368,-73.938487,Entire home/apt,2,1.0,1.0,1.0,,,,10,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,30,7
Harlem,Manhattan,40.827515,-73.943862,Entire home/apt,4,1.0,1.0,1.0,,,,10,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,30,6
East Harlem,Manhattan,40.78989425432117,-73.94844299043916,Private room,2,1.0,1.0,1.0,,,,35,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30,8
Chelsea,Manhattan,40.74389,-74.00416,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,7
Hell's Kitchen,Manhattan,40.76134,-73.99189,Private room,1,2.0,1.0,1.0,,,,11,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Whitestone,Queens,40.7802935,-73.7950828,Entire home/apt,4,1.0,1.0,1.0,,,,24,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,30,6
Williamsburg,Brooklyn,40.71872989729607,-73.94607838926648,Entire home/apt,6,1.0,3.0,4.0,,,,75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,30,6
Whitestone,Queens,40.77949647183972,-73.79402551175961,Private room,2,0.5,1.0,1.0,,,,22,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,30,6
Whitestone,Queens,40.7802935,-73.7950828,Shared room,2,1.0,,2.0,,,,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,6
Hell's Kitchen,Manhattan,40.75596660818859,-73.99267142435069,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,7
East Village,Manhattan,40.72326,-73.98681,Entire home/apt,2,1.0,1.0,1.0,,,,10,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,30,7
Upper West Side,Manhattan,40.79902315330782,-73.96224069326894,Private room,1,2.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.80951817509907,-73.95232178860658,Private room,1,1.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,7
Harlem,Manhattan,40.82048,-73.95616,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Chinatown,Manhattan,40.7137031904596,-73.99500179376328,Private room,1,,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,8
East Village,Manhattan,40.72256,-73.98656,Private room,1,1.0,1.0,1.0,,,,12,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,30,8
East Harlem,Manhattan,40.7969,-73.94812,Private room,1,2.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,9
Upper West Side,Manhattan,40.79874743923738,-73.95965667443949,Private room,1,1.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,6
Upper West Side,Manhattan,40.80067315496126,-73.9615156054015,Private room,1,1.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,9
Chelsea,Manhattan,40.74236,-74.00044,Entire home/apt,2,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,7
East Village,Manhattan,40.723370969927835,-73.97795375901813,Entire home/apt,2,1.0,1.0,1.0,,,,10,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.80308776936741,-73.95033414221508,Private room,1,2.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,9
Stuyvesant Town,Manhattan,40.73466010195609,-73.97892612447535,Private room,1,1.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,7
Harlem,Manhattan,40.809839656638154,-73.95204887042077,Private room,1,1.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,8
Hell's Kitchen,Manhattan,40.75985890518875,-73.98886099558443,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Hell's Kitchen,Manhattan,40.76165857865178,-73.99038639684065,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Hell's Kitchen,Manhattan,40.76206,-73.98844,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.8223,-73.95649,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,7
Morningside Heights,Manhattan,40.80432,-73.96651,Private room,1,1.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,8
Upper East Side,Manhattan,40.77229885108953,-73.95095908622345,Private room,1,1.0,1.0,1.0,,,,12,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.82221952451789,-73.95495030207658,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Hell's Kitchen,Manhattan,40.760262512856826,-73.99019509092659,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,8
Harlem,Manhattan,40.80518766197339,-73.94833097092582,Private room,1,2.0,1.0,1.0,,,,14,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,6
Chinatown,Manhattan,40.71564,-73.99348,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,7
Upper West Side,Manhattan,40.8019,-73.96614,Private room,1,1.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,7
Hell's Kitchen,Manhattan,40.76042,-73.9885,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Morningside Heights,Manhattan,40.80355,-73.96511,Private room,1,1.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,6
Gramercy,Manhattan,40.736085665551,-73.97985917523297,Private room,1,2.0,1.0,1.0,,,,11,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,30,8
Hell's Kitchen,Manhattan,40.765085916392835,-73.98572628396873,Entire home/apt,2,,1.0,1.0,,,,12,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,30,6
Hell's Kitchen,Manhattan,40.76229,-73.99227,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,8
Upper West Side,Manhattan,40.80050890052329,-73.96350862832476,Private room,1,2.0,1.0,1.0,,,,13,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,30,8
Chinatown,Manhattan,40.71534,-73.99303,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,8
Chinatown,Manhattan,40.71395818436037,-73.99303220284243,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,8
Hell's Kitchen,Manhattan,40.76189,-73.98888,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,8
East Village,Manhattan,40.72526,-73.97935,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,30,8
East Village,Manhattan,40.72345031970353,-73.98685243504049,Private room,1,1.0,1.0,1.0,,,,15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,30,8
East Village,Manhattan,40.72837,-73.97955,Entire home/apt,2,1.0,1.0,1.0,,,,9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,30,8
Chinatown,Manhattan,40.71366,-73.99342,Private room,1,1.0,1.0,1.0,,,,11,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,8
Upper West Side,Manhattan,40.79827,-73.95999,Private room,1,3.0,1.0,1.0,,,,15,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,30,6
Upper East Side,Manhattan,40.775565271602055,-73.94648595560423,Private room,1,2.0,1.0,1.0,,,,10,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,30,8
Hell's Kitchen,Manhattan,40.75999639562432,-73.98823849961393,Private room,1,1.0,1.0,1.0,,,,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,8
